Name,Latitude,Longitude
Food Basics,43.6906551,-79.3497189
Canbe Foods Inc.,43.773863,-79.246188
Galleria The Kitchen Express,43.6669087,-79.4010556
FreshCo,43.6581155,-79.452437
H Mart,43.7736545,-79.4136431
East Food Market,43.7591852,-79.4893206
Summerhill Market,43.6864805,-79.3753818
Farm Boy,43.688501,-79.3907567
New Forest Market,43.6755767,-79.4028204
No Frills,43.6736216,-79.3191372
Metro,43.658216,-79.3768916
Metro,43.7743922,-79.4131725
Longo's,43.5927497,-79.5744735
Metro,43.6898921,-79.2889831
FreshCo,43.6877825,-79.2848579
Nav’s Grocery,43.6400166,-79.3791918
Farm Boy,43.6394101,-79.3805122
Rabba,43.6392311,-79.3853778
Bruno’s Fine Foods,43.6688741,-79.3060987
No Frills,43.7266499,-79.2997516
No Frills,43.8270015,-79.5539352
Metro,43.6490236,-79.3731597
Food Basics,43.6680319,-79.3720609
Little Bee Supermarket,43.6629585,-79.374966
Jarvis Market,43.6602068,-79.3759714
The Big Carrot,43.6777582,-79.3530371
Fullworth,43.6405683,-79.4354074
Galati Market Fresh,43.7980083,-79.3688481
Sunny Supermarket,43.7908402,-79.3667359
No Frills,43.7944656,-79.3544452
Longo's,43.7544858,-79.3568496
Tone Tai Supermarket,43.7854727,-79.3519255
Metro,43.7473505,-79.3855761
Citymarket,43.6687519,-79.3879316
Bulk Barn,43.6655691,-79.4082588
Bruno's Foods,43.736598,-79.419895
No Frills,43.730692,-79.418582
Foodland,43.6705745,-79.2981684
Longo's,43.8137836,-79.3989573
Walmart Supercentre,43.7428425,-79.22362
Farm Boy,43.7096875,-79.3595562
Metro,43.7560351,-79.4399163
Metro,43.7886557,-79.1395136
P.A.T. Central Market,43.6637942,-79.4162583
Metro,43.7708926,-79.2822142
Foodlane,43.6449069,-79.3916381
Metro,43.6608863,-79.3832231
Bulk Barn,43.6615267,-79.3825865
Wayne's Supermarket,43.6971263,-79.3294834
Rabba,43.6502166,-79.3679879
No Frills,43.7691082,-79.1868613
FreshCo,43.7527128,-79.2635392
Starsky,43.6225408,-79.5683852
Metro,43.6750225,-79.5555307
Bestco Food Mart,43.7330145,-79.5890847
ZEMA100 Supermarket,43.6901345,-79.4743779
Longo's,43.6364252,-79.595593
Loblaws,43.7687732,-79.3872517
Bloor Meat & Grocery,43.6640904,-79.4166176
Bloor Fruit Market,43.6642503,-79.415889
Village Market,43.6650133,-79.4122672
Food Depot Supermarket,43.7775645,-79.3082133
Metro,43.7339225,-79.3434239
Justins Natural Foods,43.7911841,-79.3672493
H Mart,43.6692412,-79.3861953
Fresh Buy Market,43.6982286,-79.3963524
Metro,43.7070475,-79.3994337
Galleria K-Food Express,43.7076137,-79.398336
Walmart Supercentre,43.7863509,-79.6270122
Fu Yao Supermarket,43.725079,-79.2526505
No Frills,43.7198074,-79.509795
Centra Food Market,43.7485292,-79.5617812
Galaxy Fresh Foods,43.6654414,-79.3519535
Your Independent Grocer,43.6111843,-79.6006472
Grant's Food Mart,43.6178522,-79.5945101
FreshCo,43.6092143,-79.5858112
Metro,43.7083728,-79.4769011
Metro,43.7197433,-79.430591
Your Independent Grocer,43.7461366,-79.3245982
Rabba,43.6720009,-79.3848558
No Frills,43.7093804,-79.24815
Foodland,43.6629193,-79.531966
Field Fresh Supermarket,43.8317951,-79.264872
Walmart Supercentre,43.8482725,-79.5554086
Food Basics,43.7841256,-79.2035926
Tavora Foods,43.6746303,-79.4565086
Loblaws,43.6721301,-79.4209881
Panchvati Supermarket,43.776336,-79.2307295
Lady York Foods,43.709557,-79.452993
McEwan,43.7363998,-79.3452638
Your Independent Grocer,43.7465518,-79.2008768
Longo's,43.655348,-79.3849589
Food Basics,43.8235031,-79.4240994
Sao Miguel Grocery's LTD,43.6807432,-79.4514226
Walmart Supercentre,43.7577513,-79.4886594
Marché Leo’s,43.6565962,-79.3819202
HN. Grocery,43.6475725,-79.4308159
Kitchen Table,43.6434096,-79.4040401
No Frills,43.783167,-79.2932105
Sobeys Urban Fresh,43.6452125,-79.4484512
Rabba,43.6675553,-79.3850416
Rabba,43.6681893,-79.3876367
Loblaws,43.6887263,-79.3940485
Kitchen Table,43.6884125,-79.4124021
Pusateri's Fine Foods,43.7232291,-79.4156941
No Frills,43.63685,-79.436777
Bulk Barn,43.7086133,-79.250287
Zito's Market,43.7052158,-79.4425168
Sobeys,43.7036555,-79.4408534
Food Basics,43.7460309,-79.2879377
Sobeys Urban Fresh,43.6978473,-79.3955072
Metro,43.8298109,-79.122521
FreshCo,43.6675471,-79.4408504
Longo's,43.8143828,-79.6064975
Food Basics,43.8238612,-79.6092957
FreshCo,43.8439665,-79.5577728
Longo's,43.8515995,-79.5359902
Food Basics,43.7761811,-79.3248523
Al-Rahman Foods,43.6245847,-79.5894387
Julimay African & Caribbean Continental Groceries,43.667792,-79.5005764
OM India Food Centre,43.7431195,-79.6033125
Walmart Supercentre,43.8333789,-79.255405
No Frills,43.823829,-79.2989355
Eraa Supermarket,43.817851,-79.223482
Surati Sweet Mart,43.8036175,-79.2564665
Walmart Supercentre,43.7979015,-79.200701
Jian Hing Supermarket,43.7609625,-79.227136
Herat Bazaar,43.7586225,-79.224309
Real Canadian Superstore,43.7780155,-79.263211
FreshCo,43.6662347,-79.4846667
Rui Gomes Meats & Food Market,43.6825137,-79.4697853
Fortinos,43.792979,-79.623687
Walmart Supercentre,43.728346,-79.295457
Metro,43.724199,-79.2982545
Food Basics,43.6023814,-79.625912
Bulk Barn,43.6406521,-79.5384074
Metro,43.6911825,-79.5312876
Loblaws,43.66153,-79.5199475
Metro,43.6305626,-79.5552669
No Frills,43.7419443,-79.5862025
Sunny Foodmart,43.7422433,-79.5905338
Danforth Food Market,43.7514822,-79.5994582
Food Basics,43.7217257,-79.510718
Farm Fresh Supermarket,43.7893697,-79.2670092
FreshCo,43.7555098,-79.5164931
No Frills,43.7590286,-79.518805
Longo's,43.6708968,-79.3845092
大統華 T&T Supermarket,43.8220321,-79.3263892
Távora Foods,43.6595717,-79.4439839
FreshCo,43.6597135,-79.3656451
Fortinos,43.7170633,-79.447174
大統華 T&T Supermarket,43.8080407,-79.4520816
Food Basics,43.7603719,-79.3258055
Metro,43.7282463,-79.4813209
No Frills,43.7947957,-79.4218603
Chalo! FreshCo,43.718526,-79.6352568
Walmart Supercentre,43.5942968,-79.6409166
Nations Fresh Foods,43.7875125,-79.5493234
Walmart Supercentre,43.656254,-79.4354805
No Frills,43.6553479,-79.4343434
Charlie's West Indian Food,43.5816136,-79.6175336
FH Multi Food,43.5816815,-79.617632
Charlie’s Meat & Seafood,43.5817497,-79.6177307
Red Rose,43.5812385,-79.6170272
Al Nejimah Fine Foods,43.5819776,-79.6183182
Metro,43.7565106,-79.3135245
Food Basics,43.7050713,-79.3471599
Food Basics,43.6693001,-79.3398636
Food Basics,43.8133985,-79.357188
Yours Food Mart,43.7974605,-79.3179205
Food Basics,43.8100973,-79.2703349
Walmart Supercentre,43.7771968,-79.2585185
No Frills,43.7572265,-79.230591
Freshland Supermarket,43.8060865,-79.2236525
No Frills,43.8083407,-79.2235787
No Frills,43.5825997,-79.6383729
New Kaveri Supermarket,43.5813786,-79.6157892
No Frills,43.7077154,-79.3895451
Whole Foods Market,43.6720244,-79.3951584
Loblaws Your Independent Grocer,43.7908435,-79.3919898
Kitchen Table,43.6419126,-79.3754931
Summerhill Market,43.6708623,-79.4138341
Best Ever Supermarket,43.7889824,-79.2685434
Rabba,43.6592764,-79.3756754
independent City market,43.6696112,-79.3886007
Yogas Meat,43.7305206,-79.266804
Bombay Bazaar Cash & Carry,43.8408956,-79.3034904
Sunfood Supermarket,43.8334875,-79.3073258
Walmart Supercentre,43.7979771,-79.5386535
India Town Food Centre,43.5811631,-79.6138776
Longo's,43.6484877,-79.3821859
Food Basics,43.6259583,-79.6056548
Sankar International,43.7321897,-79.2669376
FreshCo,43.7720528,-79.3458384
Longo's,43.8477955,-79.4614137
Sobeys,43.8460835,-79.4607236
Btrust,43.8502882,-79.4082462
H Mart,43.7635305,-79.4111469
FreshCo,43.793037,-79.4483646
Marketplace,43.644779,-79.386915
Whole Health,43.6446455,-79.3871543
Metro,43.7974605,-79.3179205
Metro,43.6606723,-79.3834231
Harbour Green Farms,43.6356761,-79.3987636
Red Mulberry Natural Health Store,43.7083614,-79.3655124
Town & Country Market,43.587535,-79.625597
No Frills,43.595577,-79.602825
Asia Foodmart,43.8140709,-79.2960759
Rabba,43.666606,-79.376233
Yonge Fresh Market,43.708209,-79.389795
Olive Oil Emporium,43.7039222,-79.3885781
Coppa's Fresh Market,43.7766394,-79.4696515
Taj Supermarket,43.8169644,-79.2108073
Sunrise Mark,43.8172129,-79.2112195
Sobeys,43.804731,-79.438491
Market Village Grocery,43.803458,-79.292776
Farm Boy,43.6603152,-79.3844864
FreshCo,43.6926868,-79.4657378
Kingston Grocery,43.7821024,-79.172206
Loblaws,43.6474912,-79.4015723
No Frills,43.5927264,-79.5662959
No Frills,43.6511181,-79.3663593
No Frills,43.6319159,-79.5191103
Michael Angelo's,43.8510793,-79.3565829
Star Lake Fine Foods,43.6012071,-79.5025284
Longo's,43.7064574,-79.3596014
Khorak Supermarket,43.792073,-79.418013
Bulk Barn,43.7062466,-79.3605436
Concord Food Centre,43.8067792,-79.4726545
Bulk Barn,43.72674,-79.3002277
Food Basics,43.6768789,-79.4941913
Foodland,43.773964,-79.3401694
Fresh Value,43.7166344,-79.5545106
大統華 T&T Supermarket,43.8572775,-79.303517
Green Valley Products,43.710897,-79.3990474
Metro,43.7913073,-79.4443171
Sobeys,43.6404855,-79.3942463
Farm Boy,43.6100852,-79.5475302
Skyland Food Mart,43.7606262,-79.2184152
Rise Up Foods,43.6495869,-79.4333624
Danforth Food Market,43.6060622,-79.5884763
Carload on Yonge,43.7121108,-79.399287
AI Premium Food Mart,43.8254466,-79.2771774
Galleria Marketplace,43.7536755,-79.3493647
Savours Fresh Market,43.7178304,-79.4291486
Tindahan,43.7981542,-79.420862
Fairprice Supermarket,43.6496835,-79.4338009
No Frills,43.8100467,-79.4603891
BJ Supermarket,43.6722464,-79.3214231
Seafood City,43.7224912,-79.2907226
Nations Fresh Foods,43.6727316,-79.4707764
Távora Foods,43.6016325,-79.5917235
Bruno's Foods,43.659336,-79.514901
Sunny Foodmart,43.8542115,-79.2573986
No Frills,43.8583353,-79.3335982
Longo's,43.8496309,-79.3551471
Whole Foods Market,43.857888,-79.322606
Marché Adonis,43.7291495,-79.2905685
Al Premium Food Mart,43.7305937,-79.2849601
Bulk Barn,43.6500767,-79.3699913
Foody Mart,43.81502,-79.3224323
Food Basics,43.8210226,-79.3986858
H Mart,43.7962084,-79.4336165
Moberly Natural Foods,43.6818241,-79.4259043
Bulk Barn,43.6455958,-79.3936809
Bestco Food Mart,43.7962796,-79.2710304
Bulk Barn,43.7854533,-79.4737629
No Frills,43.6716106,-79.3781127
Sunny Foodmart,43.7144362,-79.3331597
No Frills,43.7541597,-79.4876884
Danforth Food Mart,43.7551773,-79.4883549
Fusion Supermarket,43.8004902,-79.2003631
Gunams Supermarket,43.8008914,-79.1984187
Golden Fresh Market,43.7400242,-79.512093
No Frills,43.6415625,-79.4152848
Metro,43.6231048,-79.4827082
Navs Grocery,43.6361578,-79.4033993
Aigoo Food Mart,43.7122309,-79.5312595
Food Basics,43.770121,-79.1845116
The Market by Longo's,43.6470368,-79.3789097
AyaSofya Super Market,43.7461503,-79.4873984
Wonder Food Mart,43.7388424,-79.5117315
Pat Mart Supermarket,43.8051165,-79.4196225
El Rincón Guerrerense,43.7223025,-79.2353624
Dixie Grocers,43.6239316,-79.606083
Nutrition House,43.6475091,-79.3810245
Nanak Grocers,43.7331594,-79.6346329
Bulk Barn,43.7819453,-79.2922658
Longo's,43.6866521,-79.3999134
Tienda Movil Latin Supermarket,43.6095576,-79.5491042
Food Basics,43.7924324,-79.2404418
Lucky Moose Food Mart,43.6535606,-79.3943835
Blossom Pure Organic,43.6196015,-79.5509007
Coconut Grove Foods,43.6355186,-79.622526
Strictly Bulk,43.678977,-79.3454826
Ambal Trading,43.667561,-79.3691508
Bulk Barn,43.615788,-79.6171617
Loblaws,43.6620174,-79.3797482
Tavazo Dried Nuts & Fruits,43.8066146,-79.4217827
Yummy Market,43.7645439,-79.4678185
No Frills,43.7737154,-79.6124974
No Frills,43.6634152,-79.3673859
Kabul Farms Supermarket,43.6572506,-79.3652881
Bulk Barn,43.7432316,-79.3125036
Bulk Barn,43.8108293,-79.4524606
Bulk Barn,43.6766139,-79.3557694
Baraka Halal Food,43.6536038,-79.4510183
Top Food Fresh Mart,43.7521097,-79.2601508
Bulk Barn,43.6380551,-79.4190063
Queen Supermarket Convenience,43.640373,-79.4370233
Bulk Barn,43.7712351,-79.1843991
Loblaws,43.7073339,-79.3947061
Bulk Barn,43.7764623,-79.2629281
India Town,43.7610083,-79.2241678
Seasons Foodmart,43.8035224,-79.4194239
Winco Food Mart,43.8481945,-79.3512936
大統華 T&T Supermarket,43.657462,-79.4015575
Marhaba Super Market,43.6908474,-79.2906968
"Bombay Foods Cash ""N"" Carry",43.7534673,-79.253342
Shorebazaar Supermarket,43.7404061,-79.2331517
Metro,43.6427402,-79.4276789
Al Premium Foodmart,43.5974765,-79.5950875
B.K. Natural Foods,43.6731455,-79.3195333
Natural Foods,43.6478463,-79.4013857
Independent CityMarket,43.6480134,-79.392845
Ambrosia Natural Foods,43.7287448,-79.4179249
Mak European Delicatessens,43.7406777,-79.3207066
Bulk Barn,43.8549827,-79.2571588
Spice Town,43.8405775,-79.2533742
Farmers Market,43.8467336,-79.5600043
Santo Fine Meat & Deli,43.7227468,-79.4980559
Blue Sky Supermarket,43.7195884,-79.5115035
Ava Esfahan Food Market,43.7639064,-79.3990762
Rabba,43.7577803,-79.4089167
Flora Universal Health Foods,43.6492676,-79.4233859
Philippine Oriental Food Market,43.6688092,-79.3369563
Wallace Market,43.6614997,-79.4492733
Blessing African Food Market,43.7364011,-79.5642682
Samirmis Supermarket,43.7360856,-79.5636656
Caribbean Groceries Meat and Fish,43.7380972,-79.5682343
Loblaws CityMarket,43.7252902,-79.402611
Galleria Supermarket Express,43.6645896,-79.3845907
Joy Mart,43.7792385,-79.4170341
No Frills,43.6392664,-79.4200024
Kai Wei Supermarket,43.6521389,-79.3973987
Fresh City Farms,43.6464772,-79.4194975
Food Basics,43.6294312,-79.5505171
Starfish Caribbean Market,43.6832916,-79.5651728
Benna's Bakery & Deli,43.6432145,-79.4476667
Bulk Barn,43.7203441,-79.600824
FreshChoice Indian Supermarket,43.7564221,-79.5894495
Babel Fine Foods,43.7351705,-79.6016992
Jola African Food Market,43.6904087,-79.4995396
Food Basics,43.6667909,-79.4468996
Afro Shoprite,43.7511121,-79.5489527
African Market,43.7512645,-79.5484009
Terra Brazil,43.6588171,-79.4882035
Salt N Mustard,43.6571892,-79.4875258
FreshCo,43.6546542,-79.407364
FreshCo,43.6692698,-79.375322
Pacific Fresh Food Mart,43.7692767,-79.5218462
Kibo Market,43.6572025,-79.4476761
Domino's Fine Foods,43.6489999,-79.3718909
The Big Carrot,43.6788016,-79.2976521
Al-Basir Halal Meat & Grocery,43.5840553,-79.6129364
Hua Sheng Supermarket,43.6535654,-79.3979955
Sobeys Urban Fresh,43.645222,-79.5231736
Bulk Villa,43.716871,-79.4472351
Btrust Supermarket,43.7258148,-79.4830184
Nortown Foods,43.8055324,-79.4527561
Correct African Food Market,43.7304962,-79.4684317
Marche Istanbul,43.7191271,-79.457862
Matthieu’s Food Shoppe,43.7186263,-79.4553896
Sublime Market & Produce,43.6970739,-79.4445657
Asian Food Centre,43.741536,-79.6049514
Sommer Market,43.7434176,-79.6053819
Cataldi Fresh Market,43.7857132,-79.5931766
Ambrosia Natural Foods,43.7910826,-79.5442101
Highland Farms,43.8589231,-79.4885682
Longo's,43.762572,-79.4106361
Yao Hua Supermarket,43.665795,-79.3504475
Rowe Farms,43.6604732,-79.3421379
The Grocery Outlet,43.7540623,-79.4685692
Coppa's Fresh Market,43.6419635,-79.3796955
Our Butcher Shop,43.6496049,-79.426483
Orchards Marketplace,43.6709811,-79.3873332
Rowe Beach Market,43.6713124,-79.2946044
Longo's,43.6399598,-79.4233369
Eataly Toronto,43.6696714,-79.3887524
Nature's Emporium,43.8520341,-79.5215787
The Sweet Potato,43.6667283,-79.4685209
Bulk Barn,43.8517937,-79.5351617
B&T Food Centre,43.8274605,-79.5419689
Longo's,43.8270082,-79.5584928
Kosher City Plus,43.7284568,-79.4321435
Savours Fresh Market - Hartmans Signature,43.7289977,-79.4323771
Superking Supermarket,43.7043536,-79.4922878
International Delicatessen Foods,43.7815083,-79.4901462
Nortown Foods,43.7008184,-79.4271017
Bulk Barn,43.6732978,-79.4689731
Spiceland Super Market,43.7957595,-79.2315488
Eraa Supermarket,43.7352192,-79.2527434
Lone Tai Supermarket,43.7501438,-79.2775351
Fleets Food,43.6608768,-79.3786869
El Gaucho,43.7189345,-79.5118741
Loblaws,43.637136,-79.3991607
George's Convinience,43.8171274,-79.6021946
FreshWay Foodmart,43.8506489,-79.3502505
Farm Boy,43.7042642,-79.3972232
Carload on the Beach,43.6706924,-79.2974817
Summerhill Market,43.7038297,-79.4128033
Farm Boy,43.6578398,-79.3303826
Farm Boy,43.6385451,-79.537566
Al Emaan,43.6085899,-79.5842676
Food Basics,43.7602981,-79.4113055
The Source Bulk Foods,43.6456533,-79.4486289
Farm Boy,43.6412027,-79.4012969
oomomo,43.7267707,-79.3428599
Masellis Supermarket,43.6802397,-79.3390338
Fresh From The Farm,43.6933051,-79.3427256
Farm Boy,43.6714265,-79.4235408
Rabba,43.6609394,-79.3584052
Rabba,43.6584064,-79.3845993
Hung-Wang Foods Inc,43.7190753,-79.2835706
Euro Deli Ltd,43.6856746,-79.5235516
Grace Tropical Foods,43.6298822,-79.6277993
Kabul Farms,43.8318528,-79.5338184
Nature's Emporium,43.8071998,-79.5504833
Longo's,43.6424718,-79.380761
Herbal Pathway,43.8306855,-79.1227466
Food World Supermarket,43.7343715,-79.6047123
Your Community Grocer,43.7634154,-79.4994666
FreshCo,43.6967696,-79.5039216
Apna Food Bazaar,43.6493176,-79.528495
大統華 T&T Supermarket,43.776859,-79.3458512
Pasumai Market,43.8330065,-79.269105
Vida,43.6545596,-79.4013737
Eataly,43.6117623,-79.5551095
Rabba,43.6518799,-79.3775222
Tosh's Food House,43.6619752,-79.5932402
Terra Brazil Market,43.6941927,-79.4578761
G&J West Indian Grocery & Kitchen,43.6913936,-79.4702819
Bulk Barn,43.7071424,-79.395634
Pars Food,43.8195707,-79.3903813
Sedo Snax,43.8200196,-79.3892607
Sababa Mid-Eastern Groceries,43.7959872,-79.4340091
Galleria Supermarket,43.7649247,-79.4121214
Farm Boy,43.6438906,-79.3715081
A Lota Seafoods,43.6497704,-79.4319221
West Indian Store,43.7650999,-79.1913396
Naomi Foods,43.6085457,-79.58334
Ebeano African Caribbean Grocery,43.7222075,-79.2354061
Bulk Barn,43.6507177,-79.4788153
Al Mina Halal Meat & Grocery,43.7045095,-79.3497844
No Frills,43.6487628,-79.3915521
Ambrosia,43.8032699,-79.4168543
Ample Food Market,43.6809,-79.4718683
Rexall,43.6606706,-79.3848052
Loblaws,43.6838553,-79.415837
DV African Food Market,43.7243355,-79.4939842
Marché Leo’s,43.7272519,-79.326286
Tropa Filipino Variety Store & Takeout,43.7271109,-79.4317711
Laz Bakkal Toronto,43.6822375,-79.3462701
Parsian Fine Foods,43.6534643,-79.3738173
Creeds,43.6735557,-79.4132064
No Frills,43.653819,-79.4244704
Super Unique,43.7028333,-79.3973338
Al Baaqi,43.7266048,-79.2660626
Wan2 supermarket,43.6717603,-79.3717073
McEwan,43.6474287,-79.3811094
Olive Branch,43.8053724,-79.4519688
Can-Asia Grocers,43.8458455,-79.5353539
Mi Tiendita En Maple,43.8458316,-79.5354724
Al-Madina Halal Meat & Groceries,43.8452766,-79.5348836
Mr. Halal Meat & Grocers,43.8451298,-79.5348485
Maple Groceries,43.844806,-79.5351388
Esma Fine Foods,43.8287643,-79.5349454
Fruit Of The Land Culinary Market,43.8259217,-79.5357974
Iqbal Foods,43.7074101,-79.2699488
Red Rose,43.7066472,-79.2688443
Longo's,43.7843535,-79.5425022
Vincenzo Supermarket,43.6875638,-79.3054609
San Jose Mexican Foods,43.6693105,-79.4813
Dragon Supermarket,43.6821651,-79.3283748
New Al-Madina Grocery & Halal Meat Store,43.6805996,-79.3356706
Mumtaz Groceries,43.6806124,-79.3356041
Kourosh Supermarket,43.7698168,-79.3759396
Longos,43.5921611,-79.5745321
大統華 T&T Supermarket,43.6569266,-79.3824002
Metro,43.7975614,-79.3179792
Hong Tai Supermarket,43.7729956,-79.3210673
Sango Market,43.7151594,-79.479742
Selam Convenience and Grocery Store,43.7329031,-79.4831833
No Frills,43.654854,-79.3755837
Yong Xing Fruits & Vegatables,43.6648777,-79.3525414
大統華 T&T Supermarket,43.7771388,-79.3463819
Raise the Root,43.662859,-79.3325219
The Source Bulk Foods,43.660473,-79.3420165
John The Plumber,43.7431833,-79.3150975
Eataly,43.6548994,-79.3807251
Saravana Supermarket,43.8074947,-79.1760332
Nature's Emporium,43.6416175,-79.3804068
Tienda Movil Latin Supermarket,43.691647,-79.3155437
Longo's,43.6222316,-79.5193476
Abeni African Food Inc.,43.6875846,-79.4906959
Erica Fresh Meat African Market & Beauty Supply,43.6875326,-79.4914215
Marché Leo's,43.6449291,-79.3635892
Summerhill Market,43.6656019,-79.4941811
Marché Leo’s,43.6603038,-79.5120273
No Frills,43.708444,-79.3765359
West Indian Food Market,43.7439179,-79.244383
Bulk Barn,43.725299,-79.2913597
A-Z African & West Indian Market,43.7369428,-79.5639395
Okaishe Supermarket,43.7341902,-79.5593398
A Grocery Store,43.6958091,-79.4489732
Caribbean Farm Fresh,43.6973188,-79.4433517
Chakula Tamu,43.6968224,-79.4459543
Mr. Chaskeros,43.6977737,-79.4411615
Bulk Barn,43.7122458,-79.5574389
The 3MS African Caribbean Market,43.6210166,-79.5720722
Fresh Fruits House,43.7153317,-79.4003953
Pat Spring Garden Mart,43.7645867,-79.4097267
Bangla Town Grocery,43.6913051,-79.2890624
Marché Leo’s,43.6529628,-79.3554812
Bonnick’s West Indian Grocery,43.6905841,-79.4996075
Anatolian Fine Foods,43.7497127,-79.5502029
Bestco,43.6476034,-79.3931481
Makola Tropical Foods,43.7511603,-79.5486888
Yummy Fine Foods,43.690103,-79.2939654
Forbes Wild Foods,43.6822603,-79.3279014
Sun Ming Hong,43.6536949,-79.3949667
Patel Supermart,43.707607,-79.3948433
Michael's No Frills,43.7250774,-79.2311188
